wavelength,value
901.0198689728451,-1.4967510830077715
904.9634728266626,-1.5527607311878502
908.9028621577714,-1.5741310148032779
912.8380369661718,-1.6253203135064418
916.7689972518638,-1.6485752828753728
922.003721708573,-1.7181988171215608
925.9248481079452,-1.7589532395563745
929.8417599846088,-1.8060610679006301
933.7544573385638,-1.8628401701389845
937.6629401698106,-1.9012393550971787
941.5672084783487,-1.9326975933652775
945.4672622641783,-1.961704932350376
949.3631015272995,-1.9827728216186957
953.254726267712,-1.995142414863489
957.1421364854161,-2.009443059845232
961.0253321804119,-2.0238522364393488
964.904313352699,-2.034982354679743
968.7790800022777,-2.051847661782096
972.6496321291479,-2.0602643016622033
976.5159697333096,-2.075859627618298
980.3780928147628,-2.088173233925659
984.2360013735074,-2.095183216038484
988.0896954095435,-2.111704108581246
993.2213982000453,-2.1204848165871266
997.0652583497616,-2.1324540396668854
1000.9049039767697,-2.1371448309811405
1004.740335081069,-2.147356837553967
1008.5715516626599,-2.1533288686673044
1012.3985537215423,-2.1540028692026207
1016.2213412577162,-2.165077350913027
1020.0399142711816,-2.1650433915884593
1023.8542727619385,-2.1692678602241813
1027.664416729987,-2.1777933978999973
1031.470346175327,-2.1786060975431636
1035.2720610979584,-2.185031897672748
1039.0695614978813,-2.1873124280959426
1042.8628473750957,-2.1913906420411964
1046.6519187296017,-2.1891957339653656
1050.4367755613991,-2.1970744162575278
1054.2174178704881,-2.1939718473526795
1057.9938456568686,-2.1970481270861626
1063.022526781163,-2.1951352690461863
1066.7891206812235,-2.1965325378020446
1070.5515000585756,-2.1986960067165073
1074.3096649132192,-2.2019367332679756
1078.0636152451543,-2.1997737129971533
1081.8133510543812,-2.204838535094401
1085.5588723408991,-2.2058599072963085
1089.300179104709,-2.2111754197983635
1093.0372713458103,-2.2110023352889785
1096.770149064203,-2.2163411658668424
1100.498812259887,-2.2195881301481837
1104.223260932863,-2.2163461953630397
1107.94349508313,-2.2246454810652527
1111.6595147106887,-2.226899516072463
1115.371319815539,-2.2251139836773675
1119.0789103976808,-2.2312464533505563
1122.7822864571142,-2.2307115419860946
1126.4814479938389,-2.228061328343197
1131.4071074519252,-2.223899766828017
1135.0964351023304,-2.2136217554312667
1138.7815482300266,-2.2056898453185108
1142.4624468350146,-2.1904841173708105
1146.139130917294,-2.183162982953739
1149.8116004768651,-2.171961254604178
1153.4798555137277,-2.167959853234044
1157.1438960278815,-2.1627165246769957
1160.803722019327,-2.1623350926596667
1164.4593334880642,-2.1606059134576956
1168.1107304340926,-2.163245420471678
1171.7579128574125,-2.1645903466706358
1175.400880758024,-2.1699903450370424
1179.039634135927,-2.1697888422450715
1182.6741729911216,-2.176025474430738
1186.3044973236076,-2.179335133819513
1189.9306071333854,-2.1846749877310367
1193.5525024204544,-2.1935427104255454
1198.375140212333,-2.2001393159354903
1201.9872016130823,-2.2075158141842297
1205.595048491123,-2.218983670102134
1209.1986808464553,-2.2241764725020676
1212.798098679079,-2.2353626069175148
1216.3933019889944,-2.242637855258917
1219.984290776201,-2.251874425765789
1223.5710650406993,-2.260596256266274
1227.153624782489,-2.2646561690811944
1230.7319700015703,-2.277404695514738
1234.306100697943,-2.282940779520683
1237.8760168716074,-2.2871912364336198
1241.4417185225632,-2.298463920964663
1245.0032056508105,-2.304208142923805
1248.5604782563494,-2.307710668752783
1252.1135363391795,-2.3153694700249297
1255.6623798993014,-2.3190575056261786
1260.387615388584,-2.323104063590808
1263.926625062386,-2.326266744200444
1267.4614202134794,-2.329580975738559
1270.9920008418644,-2.329410436180779
1274.518366947541,-2.331714801318735
1278.040518530509,-2.329658471586787
1281.5584555907685,-2.330981515044395
1285.0721781283196,-2.330989240298665
1288.5816861431622,-2.3298327867016746
1292.0869796352963,-2.326719467689928
1295.588058604722,-2.3265517028169413
1299.0849230514389,-2.3229152210842194
1302.5775729754473,-2.3169601623216107
1306.0660083767475,-2.3141706080761675
1309.5502292553392,-2.3078736493836236
1313.0302356112222,-2.2982515571110866
1316.5060274443968,-2.293409911299664
1319.977604754863,-2.2827552177028303
1324.5998185779379,-2.2674774817635828
1328.0615620020842,-2.257674864404294
1331.5190909035218,-2.2479359165281485
1334.9724052822512,-2.2315039483664156
1338.421505138272,-2.2240035521170154
1341.8663904715843,-2.20869986998031
1345.307061282188,-2.1982662715841097
1348.7435175700834,-2.184339441296106
1352.1757593352704,-2.170320383686734
1355.6037865777487,-2.1631033074716655
1359.0275992975185,-2.148328486438431
1362.4471974945798,-2.1368791815879615
1365.8625811689326,-2.126303405588989
1369.2737503205772,-2.105879840370796
1372.6807049495128,-2.0929303904266336
1376.0834450557404,-2.068082434614113
1379.481970639259,-2.046994663786135
1382.8762817000695,-2.0154192225217487
1387.3954738569369,-1.9811594166040578
1390.7799510314273,-1.9435397714321738
1394.1602136832093,-1.9190819850075111
1397.536261812283,-1.8901794927586997
1400.9080954186481,-1.87738404665034
1404.2757145023047,-1.858986539507192
1407.6391190632528,-1.841971981094684
1410.9983091014924,-1.8330682473509456
1414.3532846170235,-1.8277108982299133
1417.7040456098462,-1.8240402077251505
1421.0505920799603,-1.8133600910385563
1424.392924027366,-1.8107956914412193
1427.731041452063,-1.8048433584884203
1431.0649443540517,-1.8089363042390743
1434.394632733332,-1.8029712845426802
1437.7201065899035,-1.804908216313529
1441.0413659237665,-1.8040773037751767
1444.3584107349213,-1.8079842986543284
1448.774581225581,-1.7974645182627396
1452.0817921504158,-1.8035831962274973
1455.3847885525422,-1.7874809110685126
1458.68357043196,-1.7960768469940291
1461.9781377886695,-1.78882898292911
1465.2684906226702,-1.7926081607831383
1468.5546289339627,-1.7893132662573406
1471.8365527225467,-1.7907762842999189
1475.114261988422,-1.7916865026873328
1478.387756731589,-1.7822924055068687
1481.6570369520473,-1.7856679092587868
1484.9221026497971,-1.7765706827517125
1488.1829538248387,-1.781581299073702
1491.4395904771716,-1.7703654739013197
1494.692012606796,-1.77022500734925
1497.9402202137119,-1.77938594759289
1501.1842132979193,-1.7647679801472456
1504.4239918594183,-1.7765983721573073
1508.7371406838704,-1.767830098532003
1511.9670853590496,-1.7726207537476955
1515.1928155115202,-1.7668825825571564
1518.4143311412822,-1.7594287839557032
1521.6316322483358,-1.766670168602825
1524.844718832681,-1.765947183056897
1528.0535908943177,-1.7617414260305475
1531.2582484332459,-1.7582461661653184
1534.4586914494655,-1.754969988109813
1537.654919942977,-1.7474403356974604
1540.8469339137796,-1.7545332332053456
1544.0347333618736,-1.7554935148725306
1547.2183182872593,-1.745927526396648
1550.3976886899366,-1.7453625807359776
1553.5728445699053,-1.7297473476128928
1556.7437859271654,-1.7388576342652473
1559.9105127617172,-1.7222813177697758
1563.0730250735605,-1.7260770352472088
1567.283152231805,-1.7189267028187123
1570.4358306573283,-1.716373747639202
1573.5842945601432,-1.707196529514272
1576.7285439402497,-1.709303028780571
1579.8685787976476,-1.6965412862276588
1583.004399132337,-1.6852593996775516
1586.1360049443178,-1.6930984657938086
1589.2633962335904,-1.6728687116849978
1592.3865730001544,-1.6648135050793962
1595.50553524401,-1.6746055761344754
1598.6202829651568,-1.6591717161027302
1601.7308161635954,-1.6588450287759355
1604.8371348393252,-1.6479055058780998
1607.9392389923466,-1.649559467477895
1611.0371286226598,-1.6428301422834408
1614.1308037302642,-1.6206865857163097
1617.2202643151602,-1.625202618524176
1621.3329891708083,-1.6071156664807207
1624.4126158693846,-1.595907311210718
1627.4880280452523,-1.5931492082730727
1630.5592256984114,-1.5680198805042647
1633.6262088288622,-1.5801138213418637
1636.6889774366043,-1.547255581862576
1639.7475315216382,-1.536320386665485
1642.8018710839633,-1.5417748563945253
1645.8519961235802,-1.5186568151561912
1648.8979066404884,-1.5260404591097592
1651.939602634688,-1.4936547319141809
1654.9770841061793,-1.484068097879688
1658.010351054962,-1.4454172260565454
1661.0394034810363,-1.4396811214469707
1664.064241384402,-1.4035107884639835
1667.0848647650594,-1.3860025937459348
1670.1012736230082,-1.325602416344055
1673.1134679582485,-1.303706643338569
1677.123171147689,-1.1908682882523993
1680.1255315966096,-1.1653319612409483
1683.1236775228215,-1.0330537184886464
1686.117608926325,-1.0118337369868255
1689.1073258071199,-0.9227461849015977
1692.0928281652064,-0.8616922194916198
1695.0741160005844,-0.7547371068216249
1698.0511893132539,-0.6717245569519501
1701.024048103215,-0.6828609230699096
